anger,fear,joy,sadness,analytical,confident,tentative,negative,positive,rotx,roty,rotz,width,length,height,hue,lightness,opacity,gloss
1,0,0,1,0,0,1,0,0,128,348,126,49,41,36,2,96,17,1
0,1,0,0,1,0,0,1,0,10,245,177,38,23,17,51,62,5,1
0,0,1,0,0,1,0,0,1,92,283,122,28,94,24,88,63,88,0
1,0,0,1,0,0,1,0,0,45,282,285,51,24,48,159,81,1,1
0,1,0,0,1,0,0,1,0,319,183,262,54,19,19,172,54,29,0
0,0,1,0,0,1,0,0,1,321,281,75,38,92,52,110,77,30,1
1,0,0,1,0,0,1,0,0,230,128,272,10,85,86,196,96,18,1
0,1,0,0,1,0,0,1,0,297,75,22,98,23,4,105,70,16,1
0,0,1,0,0,1,0,0,1,329,165,262,55,15,78,39,95,88,1
1,0,0,1,0,0,1,0,0,136,308,117,68,69,53,147,62,30,1
0,1,0,0,1,0,0,1,0,245,144,49,42,59,10,161,68,46,1
0,0,1,0,0,1,0,0,1,103,339,35,11,28,15,153,78,69,1
1,0,0,1,0,0,1,0,0,269,332,270,71,16,6,134,90,53,1
0,1,0,0,1,0,0,1,0,203,163,76,64,10,73,112,61,80,1
0,0,1,0,0,1,0,0,1,119,273,287,8,97,25,224,65,15,1
1,0,0,1,0,0,1,0,0,125,161,100,24,45,78,231,59,24,1
0,1,0,0,1,0,0,1,0,33,347,324,86,77,97,38,92,83,1
0,0,1,0,0,1,0,0,1,247,138,68,80,49,30,168,73,31,1
1,0,0,1,0,0,1,0,0,202,328,218,24,16,68,153,72,42,1
0,1,0,0,1,0,0,1,0,4,281,337,30,59,31,40,70,60,0
0,0,1,0,0,1,0,0,1,285,106,19,84,96,19,213,59,72,1
1,0,0,1,0,0,1,0,0,204,113,265,8,12,9,227,85,66,0
0,1,0,0,1,0,0,1,0,233,272,170,4,60,24,86,59,38,1
0,0,1,0,0,1,0,0,1,305,317,301,73,100,74,245,71,37,1
1,0,0,1,0,0,1,0,0,316,31,26,25,68,70,14,59,1,1
0,1,0,0,1,0,0,1,0,49,339,341,16,9,72,166,52,93,0
0,0,1,0,0,1,0,0,1,299,100,200,40,76,90,24,77,23,1
1,0,0,1,0,0,1,0,0,267,279,93,71,40,80,172,58,82,1
0,1,0,0,1,0,0,1,0,129,145,73,86,4,43,35,78,42,1
0,0,1,0,0,1,0,0,1,146,3,287,77,4,56,116,88,72,0
1,0,0,1,0,0,1,0,0,208,171,239,63,69,54,143,78,6,1
0,1,0,0,1,0,0,1,0,22,78,333,74,41,71,121,93,95,1
0,0,1,0,0,1,0,0,1,44,225,240,72,37,56,249,97,98,1
1,0,0,1,0,0,1,0,0,332,278,147,43,78,83,121,50,10,1
0,1,0,0,1,0,0,1,0,64,174,30,69,30,27,27,77,74,1
0,0,1,0,0,1,0,0,1,138,207,257,21,93,33,74,50,8,0
1,0,0,1,0,0,1,0,0,297,238,105,38,86,26,98,75,46,0
0,1,0,0,1,0,0,1,0,11,218,167,96,51,31,210,82,58,0
0,0,1,0,0,1,0,0,1,341,216,117,24,43,99,126,96,44,0
1,0,0,1,0,0,1,0,0,236,50,199,1,22,12,52,82,49,1
0,1,0,0,1,0,0,1,0,139,341,305,40,58,39,182,74,49,0
0,0,1,0,0,1,0,0,1,93,238,307,12,18,55,90,65,36,0
1,0,0,1,0,0,1,0,0,248,210,289,1,88,88,229,98,91,0
0,1,0,0,1,0,0,1,0,75,31,230,63,37,68,51,52,5,1
0,0,1,0,0,1,0,0,1,20,360,135,11,99,7,115,58,53,0
1,0,0,1,0,0,1,0,0,231,128,346,100,63,44,48,98,66,0
0,1,0,0,1,0,0,1,0,148,294,202,60,64,49,24,56,6,1
0,0,1,0,0,1,0,0,1,321,195,8,41,75,69,97,66,74,0
1,0,0,1,0,0,1,0,0,181,277,181,4,74,65,21,77,99,1
0,1,0,0,1,0,0,1,0,83,172,80,13,83,17,40,85,52,0
0,0,1,0,0,1,0,0,1,166,327,190,57,38,91,61,94,33,0
1,0,0,1,0,0,1,0,0,191,348,267,5,11,41,60,72,22,0
0,1,0,0,1,0,0,1,0,194,45,29,80,100,13,108,76,2,0
0,0,1,0,0,1,0,0,1,312,157,64,70,27,71,14,70,90,1
1,0,0,1,0,0,1,0,0,150,268,213,60,74,85,147,79,38,0
0,1,0,0,1,0,0,1,0,50,92,249,9,82,89,37,82,10,0
0,0,1,0,0,1,0,0,1,186,224,4,61,97,64,191,58,30,1
1,0,0,1,0,0,1,0,0,304,329,304,23,59,33,232,62,65,1
0,1,0,0,1,0,0,1,0,14,149,29,53,21,93,229,58,25,0
0,0,1,0,0,1,0,0,1,175,154,16,61,87,74,35,79,19,1
1,0,0,1,0,0,1,0,0,87,18,137,12,31,77,19,66,24,0
0,1,0,0,1,0,0,1,0,166,306,34,23,46,19,98,95,44,1
0,0,1,0,0,1,0,0,1,217,23,301,27,55,93,71,93,23,1
1,0,0,1,0,0,1,0,0,38,265,114,81,96,68,187,99,63,0
0,1,0,0,1,0,0,1,0,213,171,94,76,70,68,195,70,78,1
0,0,1,0,0,1,0,0,1,68,46,256,44,71,1,51,93,18,1
1,0,0,1,0,0,1,0,0,244,207,13,97,25,37,230,65,77,0
0,1,0,0,1,0,0,1,0,188,170,5,46,7,30,239,71,98,0
0,0,1,0,0,1,0,0,1,217,11,224,84,35,62,89,90,71,0
1,0,0,1,0,0,1,0,0,325,311,287,86,89,84,131,52,97,0
0,1,0,0,1,0,0,1,0,94,288,216,32,15,78,70,57,20,0
0,0,1,0,0,1,0,0,1,4,139,188,42,90,54,130,86,99,0
1,0,0,1,0,0,1,0,0,349,127,304,33,87,57,81,59,1,1
0,1,0,0,1,0,0,1,0,237,155,261,97,89,31,119,56,46,0
0,0,1,0,0,1,0,0,1,271,122,188,75,42,90,83,57,41,0
1,0,0,1,0,0,1,0,0,142,312,3,28,8,72,62,59,56,1
0,1,0,0,1,0,0,1,0,92,124,116,91,11,87,250,75,43,0
0,0,1,0,0,1,0,0,1,196,264,12,84,76,26,85,51,56,1
1,0,0,1,0,0,1,0,0,305,337,39,58,37,37,19,71,4,0
0,1,0,0,1,0,0,1,0,65,221,30,91,53,62,73,95,16,1
0,0,1,0,0,1,0,0,1,61,329,126,16,19,20,66,79,64,1
1,0,0,1,0,0,1,0,0,177,92,145,82,36,65,79,74,18,0
0,1,0,0,1,0,0,1,0,323,21,170,88,84,64,152,77,19,0
0,0,1,0,0,1,0,0,1,279,186,167,61,68,28,129,58,1,1
1,0,0,1,0,0,1,0,0,121,177,130,67,61,77,112,100,17,0
0,1,0,0,1,0,0,1,0,76,209,207,45,65,32,159,51,27,0
0,0,1,0,0,1,0,0,1,237,319,311,33,67,24,18,91,50,0
1,0,0,1,0,0,1,0,0,272,274,54,54,53,79,140,93,82,1
0,1,0,0,1,0,0,1,0,341,100,62,80,2,94,99,65,98,0
0,0,1,0,0,1,0,0,1,78,357,344,60,10,86,91,71,68,0
1,0,0,1,0,0,1,0,0,215,143,326,19,97,51,127,95,96,0
0,1,0,0,1,0,0,1,0,287,41,154,75,99,15,109,60,63,1
0,0,1,0,0,1,0,0,1,184,285,173,7,0,0,219,89,20,0
1,0,0,1,0,0,1,0,0,141,223,273,87,97,23,151,68,78,0
0,1,0,0,1,0,0,1,0,53,166,203,33,52,24,132,88,33,1
0,0,1,0,0,1,0,0,1,171,159,210,72,34,78,124,92,55,1
1,0,0,1,0,0,1,0,0,257,230,103,97,79,6,175,77,46,0
0,1,0,0,1,0,0,1,0,251,167,269,93,60,41,78,54,86,1
0,0,1,0,0,1,0,0,1,136,210,47,59,54,6,113,84,51,0
1,0,0,1,0,0,1,0,0,42,40,128,18,95,96,33,56,10,0
0,1,0,0,1,0,0,1,0,19,155,117,63,41,66,170,60,1,1
0,0,1,0,0,1,0,0,1,150,58,351,34,11,40,251,76,69,0
1,0,0,1,0,0,1,0,0,192,112,36,97,58,100,63,93,37,1
0,1,0,0,1,0,0,1,0,263,14,360,100,31,63,245,78,39,0
0,0,1,0,0,1,0,0,1,165,139,312,89,83,80,224,96,16,1
1,0,0,1,0,0,1,0,0,299,49,197,46,77,57,56,94,15,0
0,1,0,0,1,0,0,1,0,294,224,343,23,4,48,180,82,93,0
0,0,1,0,0,1,0,0,1,126,163,116,66,90,63,207,55,66,1
1,0,0,1,0,0,1,0,0,236,162,137,62,51,73,2,50,97,0
0,1,0,0,1,0,0,1,0,91,31,13,12,66,6,68,93,58,0
0,0,1,0,0,1,0,0,1,218,26,125,92,9,92,105,84,82,1
1,0,0,1,0,0,1,0,0,132,113,81,5,1,26,215,70,47,1
0,1,0,0,1,0,0,1,0,127,296,268,67,54,15,11,70,87,0
0,0,1,0,0,1,0,0,1,70,113,28,56,94,29,33,77,10,1
1,0,0,1,0,0,1,0,0,344,81,95,15,15,95,149,72,93,1
0,1,0,0,1,0,0,1,0,323,226,2,30,75,78,228,53,63,1
0,0,1,0,0,1,0,0,1,254,78,196,69,60,55,69,81,93,1
1,0,0,1,0,0,1,0,0,305,235,236,74,97,50,216,88,71,1
0,1,0,0,1,0,0,1,0,344,227,256,27,59,90,234,83,22,0
0,0,1,0,0,1,0,0,1,329,131,92,68,18,80,83,83,60,1
1,0,0,1,0,0,1,0,0,202,241,20,58,70,3,44,99,29,1
0,1,0,0,1,0,0,1,0,35,321,272,3,8,12,141,100,13,1
0,0,1,0,0,1,0,0,1,337,219,236,53,24,17,204,87,37,0
1,0,0,1,0,0,1,0,0,208,339,56,55,4,12,250,62,86,0
0,1,0,0,1,0,0,1,0,115,138,76,86,69,61,53,85,29,0
0,0,1,0,0,1,0,0,1,42,324,154,78,6,53,67,60,94,0
1,0,0,1,0,0,1,0,0,8,96,260,93,55,93,90,54,79,0
0,1,0,0,1,0,0,1,0,85,172,331,11,78,0,32,56,2,1
0,0,1,0,0,1,0,0,1,0,346,209,71,65,26,217,65,83,0
1,0,0,1,0,0,1,0,0,314,170,233,50,67,51,134,93,68,1
0,1,0,0,1,0,0,1,0,315,157,309,34,99,3,137,88,12,0
0,0,1,0,0,1,0,0,1,212,32,125,75,75,69,22,73,0,1
1,0,0,1,0,0,1,0,0,114,132,31,51,77,55,141,60,94,0
0,1,0,0,1,0,0,1,0,7,4,48,37,87,23,209,82,41,0
0,0,1,0,0,1,0,0,1,225,212,51,65,72,28,160,84,96,1
1,0,0,1,0,0,1,0,0,281,196,284,19,100,98,180,87,95,1
0,1,0,0,1,0,0,1,0,3,3,217,44,64,19,128,85,49,1
0,0,1,0,0,1,0,0,1,131,330,10,30,67,14,36,74,97,1
1,0,0,1,0,0,1,0,0,106,201,62,25,66,52,239,66,88,0
0,1,0,0,1,0,0,1,0,235,158,92,65,51,70,246,57,58,0
0,0,1,0,0,1,0,0,1,320,302,40,6,36,29,15,60,8,0
1,0,0,1,0,0,1,0,0,114,120,68,77,85,46,26,97,96,1
0,1,0,0,1,0,0,1,0,333,169,114,31,37,7,135,61,41,1
0,0,1,0,0,1,0,0,1,315,21,54,26,40,86,235,98,27,1
1,0,0,1,0,0,1,0,0,63,195,126,83,43,53,222,90,14,1
0,1,0,0,1,0,0,1,0,349,202,39,0,86,40,218,98,84,1
0,0,1,0,0,1,0,0,1,240,105,87,85,55,41,249,88,73,1
1,0,0,1,0,0,1,0,0,154,199,289,10,96,51,123,98,27,1
0,1,0,0,1,0,0,1,0,264,295,80,24,89,68,102,50,9,1
0,0,1,0,0,1,0,0,1,343,347,207,88,81,40,94,56,35,0
1,0,0,1,0,0,1,0,0,357,174,266,6,41,30,1,79,100,1
0,1,0,0,1,0,0,1,0,302,345,356,70,38,36,192,86,82,0
0,0,1,0,0,1,0,0,1,302,83,103,56,21,10,168,68,23,0
1,0,0,1,0,0,1,0,0,228,261,259,95,32,79,225,56,46,0
0,1,0,0,1,0,0,1,0,304,142,273,71,81,51,1,84,56,0
0,0,1,0,0,1,0,0,1,182,337,286,89,0,4,103,62,100,1
1,0,0,1,0,0,1,0,0,300,96,297,18,62,1,86,84,55,0
0,1,0,0,1,0,0,1,0,63,41,211,71,57,18,186,78,77,1
0,0,1,0,0,1,0,0,1,141,179,45,41,31,67,214,75,9,1
1,0,0,1,0,0,1,0,0,276,263,97,56,63,22,248,76,96,1
0,1,0,0,1,0,0,1,0,347,52,296,30,4,95,122,86,38,1
0,0,1,0,0,1,0,0,1,244,100,35,31,65,20,143,57,1,1
1,0,0,1,0,0,1,0,0,171,13,357,90,37,21,109,64,51,1
0,1,0,0,1,0,0,1,0,209,358,5,21,41,40,5,59,52,1
0,0,1,0,0,1,0,0,1,61,119,68,82,20,46,19,73,32,0
1,0,0,1,0,0,1,0,0,290,236,79,86,34,52,149,94,16,1
0,1,0,0,1,0,0,1,0,172,145,160,56,36,81,247,72,63,1
0,0,1,0,0,1,0,0,1,110,221,38,75,38,98,241,54,26,1
1,0,0,1,0,0,1,0,0,137,324,89,56,70,91,156,78,92,0
0,1,0,0,1,0,0,1,0,154,115,28,81,49,31,126,76,46,0
0,0,1,0,0,1,0,0,1,235,126,88,75,98,81,58,59,8,0
1,0,0,1,0,0,1,0,0,236,239,309,50,5,66,112,53,85,0
0,1,0,0,1,0,0,1,0,31,240,72,25,89,6,206,63,43,0
0,0,1,0,0,1,0,0,1,97,174,25,74,40,68,213,76,36,1
1,0,0,1,0,0,1,0,0,108,73,226,47,48,68,200,69,52,0
0,1,0,0,1,0,0,1,0,280,286,166,54,60,66,230,92,91,1
0,0,1,0,0,1,0,0,1,248,188,344,32,54,50,34,88,75,0
1,0,0,1,0,0,1,0,0,327,92,94,72,34,20,196,95,1,1
0,1,0,0,1,0,0,1,0,139,140,218,11,39,82,102,98,79,0
0,0,1,0,0,1,0,0,1,108,98,325,52,54,14,133,97,55,0
1,0,0,1,0,0,1,0,0,17,148,29,9,15,91,183,50,77,0
0,1,0,0,1,0,0,1,0,129,259,353,5,30,31,177,89,14,1
0,0,1,0,0,1,0,0,1,117,313,359,43,67,27,243,51,34,0
1,0,0,1,0,0,1,0,0,155,320,187,60,33,29,99,57,60,0
0,1,0,0,1,0,0,1,0,71,107,62,10,69,92,120,96,62,0
0,0,1,0,0,1,0,0,1,48,314,6,17,68,40,166,64,15,0
1,0,0,1,0,0,1,0,0,242,216,212,52,32,12,112,59,13,0
0,1,0,0,1,0,0,1,0,127,187,42,74,19,69,203,50,69,0
0,0,1,0,0,1,0,0,1,359,279,33,92,24,73,16,56,12,0
1,0,0,1,0,0,1,0,0,273,303,323,73,52,3,57,96,62,1
0,1,0,0,1,0,0,1,0,140,266,218,14,2,0,181,100,74,1
0,0,1,0,0,1,0,0,1,264,70,335,67,87,19,187,95,53,0
1,0,0,1,0,0,1,0,0,276,44,324,24,76,29,112,79,33,0
0,1,0,0,1,0,0,1,0,285,47,131,69,90,71,135,53,100,0
0,0,1,0,0,1,0,0,1,85,38,195,79,56,92,112,70,62,0
1,0,0,1,0,0,1,0,0,227,238,191,79,65,44,199,58,28,1
0,1,0,0,1,0,0,1,0,231,127,119,37,73,100,23,56,17,1
0,0,1,0,0,1,0,0,1,302,67,234,29,54,67,226,85,50,0
1,0,0,1,0,0,1,0,0,194,128,0,63,61,18,183,55,38,0
0,1,0,0,1,0,0,1,0,342,156,166,55,55,69,179,97,44,1
0,0,1,0,0,1,0,0,1,158,46,250,44,83,70,75,61,55,0
1,0,0,1,0,0,1,0,0,98,303,46,36,59,48,250,62,54,0
0,1,0,0,1,0,0,1,0,83,149,344,6,49,56,134,67,89,0
0,0,1,0,0,1,0,0,1,163,109,200,16,37,44,148,74,11,0
1,0,0,1,0,0,1,0,0,100,205,25,60,38,15,211,83,2,1
0,1,0,0,1,0,0,1,0,104,199,213,46,65,59,178,92,33,1
0,0,1,0,0,1,0,0,1,258,354,52,42,79,65,203,81,96,1
1,0,0,1,0,0,1,0,0,144,350,298,15,31,52,193,71,95,0
0,1,0,0,1,0,0,1,0,64,213,168,5,46,35,94,88,36,1
0,0,1,0,0,1,0,0,1,138,135,313,50,21,39,59,79,6,0
1,0,0,1,0,0,1,0,0,155,124,356,38,95,93,151,68,20,0
0,1,0,0,1,0,0,1,0,41,138,122,65,2,0,174,90,53,0
0,0,1,0,0,1,0,0,1,9,313,118,88,68,60,22,76,88,0
1,0,0,1,0,0,1,0,0,191,270,107,49,98,62,221,57,62,0
0,1,0,0,1,0,0,1,0,163,86,167,86,76,48,54,50,25,0
0,0,1,0,0,1,0,0,1,72,281,260,72,22,17,125,61,60,1
1,0,0,1,0,0,1,0,0,47,150,198,46,100,14,78,90,62,1
0,1,0,0,1,0,0,1,0,84,44,176,11,17,71,119,96,67,1
0,0,1,0,0,1,0,0,1,277,114,312,22,95,80,148,97,100,1
1,0,0,1,0,0,1,0,0,210,79,284,11,38,62,76,83,56,0
0,1,0,0,1,0,0,1,0,208,222,198,85,81,72,59,76,68,0
0,0,1,0,0,1,0,0,1,0,119,303,26,43,33,234,95,41,0
1,0,0,1,0,0,1,0,0,349,212,107,50,42,10,94,96,34,1
0,1,0,0,1,0,0,1,0,122,217,116,37,70,88,60,92,33,1
0,0,1,0,0,1,0,0,1,71,251,207,63,27,45,10,58,80,1
1,0,0,1,0,0,1,0,0,19,130,202,0,73,59,160,75,78,1
0,1,0,0,1,0,0,1,0,77,94,355,53,100,39,212,88,2,0
0,0,1,0,0,1,0,0,1,13,265,65,56,25,78,187,59,40,1
1,0,0,1,0,0,1,0,0,299,276,233,56,17,88,113,72,80,1
0,1,0,0,1,0,0,1,0,280,328,93,49,78,80,180,55,93,0
0,0,1,0,0,1,0,0,1,150,216,78,89,76,55,246,50,56,1
1,0,0,1,0,0,1,0,0,137,30,281,82,15,94,227,62,42,1
0,1,0,0,1,0,0,1,0,322,41,353,74,66,75,235,72,77,0
0,0,1,0,0,1,0,0,1,357,240,260,21,43,9,192,53,2,0
1,0,0,1,0,0,1,0,0,114,282,315,39,76,23,46,78,52,0
0,1,0,0,1,0,0,1,0,28,80,169,75,66,13,140,78,10,1
0,0,1,0,0,1,0,0,1,11,272,266,29,56,29,159,98,27,1
1,0,0,1,0,0,1,0,0,36,267,93,45,90,4,216,57,3,0
0,1,0,0,1,0,0,1,0,45,75,335,18,46,48,10,58,53,0
0,0,1,0,0,1,0,0,1,68,295,161,61,21,86,107,59,84,0
1,0,0,1,0,0,1,0,0,260,85,73,27,98,57,171,61,93,1
0,1,0,0,1,0,0,1,0,43,55,253,88,92,80,1,73,3,0
0,0,1,0,0,1,0,0,1,350,144,114,14,45,67,222,88,23,1
1,0,0,1,0,0,1,0,0,241,92,256,59,12,84,144,68,9,1
0,1,0,0,1,0,0,1,0,96,88,130,85,46,7,49,84,99,1
0,0,1,0,0,1,0,0,1,280,173,110,90,88,88,114,86,89,0
1,0,0,1,0,0,1,0,0,29,161,290,54,37,18,134,52,72,0
0,1,0,0,1,0,0,1,0,158,214,332,46,74,14,175,66,96,1
0,0,1,0,0,1,0,0,1,205,331,304,17,69,80,41,84,40,1
1,0,0,1,0,0,1,0,0,86,25,303,5,21,16,214,76,66,0
0,1,0,0,1,0,0,1,0,70,334,114,63,21,93,101,94,37,0
0,0,1,0,0,1,0,0,1,61,227,94,21,94,78,241,95,79,0
1,0,0,1,0,0,1,0,0,153,215,351,76,34,2,82,89,91,0
0,1,0,0,1,0,0,1,0,187,118,204,34,70,69,42,55,2,1
0,0,1,0,0,1,0,0,1,4,118,82,11,1,94,23,53,14,0
1,0,0,1,0,0,1,0,0,291,107,33,52,45,91,105,68,67,1
0,1,0,0,1,0,0,1,0,300,144,122,94,53,38,20,76,33,0
0,0,1,0,0,1,0,0,1,54,205,60,92,2,18,12,88,5,0
1,0,0,1,0,0,1,0,0,352,125,259,7,30,57,238,89,77,0
0,1,0,0,1,0,0,1,0,12,153,214,53,68,45,228,55,40,1
0,0,1,0,0,1,0,0,1,1,90,6,74,84,89,104,66,24,1
1,0,0,1,0,0,1,0,0,257,340,163,72,46,51,252,66,51,1
0,1,0,0,1,0,0,1,0,292,301,96,99,31,6,125,65,5,0
0,0,1,0,0,1,0,0,1,42,85,284,43,67,63,142,65,59,1
1,0,0,1,0,0,1,0,0,109,289,360,56,27,84,248,70,52,1
0,1,0,0,1,0,0,1,0,187,251,125,35,54,82,167,55,49,0
0,0,1,0,0,1,0,0,1,171,269,220,53,82,57,234,87,76,1
1,0,0,1,0,0,1,0,0,350,201,334,41,35,29,191,50,93,0
0,1,0,0,1,0,0,1,0,131,133,330,3,8,6,225,91,14,1
0,0,1,0,0,1,0,0,1,55,304,234,11,52,48,60,70,18,0
1,0,0,1,0,0,1,0,0,65,97,148,62,27,89,180,88,3,1
0,1,0,0,1,0,0,1,0,300,297,267,82,55,75,93,59,85,1
0,0,1,0,0,1,0,0,1,0,30,139,87,47,32,92,68,80,1
1,0,0,1,0,0,1,0,0,183,335,50,94,72,38,199,79,70,0
0,1,0,0,1,0,0,1,0,59,55,321,95,41,44,234,69,71,1
0,0,1,0,0,1,0,0,1,259,160,15,0,96,88,113,72,50,0
1,0,0,1,0,0,1,0,0,107,152,245,84,64,14,152,64,27,0
0,1,0,0,1,0,0,1,0,265,65,327,14,98,25,185,61,99,0
0,0,1,0,0,1,0,0,1,250,128,130,57,19,30,137,57,67,1
1,0,0,1,0,0,1,0,0,233,338,325,37,98,80,216,51,53,1
0,1,0,0,1,0,0,1,0,184,263,144,73,34,99,207,94,5,1
0,0,1,0,0,1,0,0,1,281,267,40,77,17,75,14,91,37,1
1,0,0,1,0,0,1,0,0,239,128,209,49,12,18,230,68,6,0
0,1,0,0,1,0,0,1,0,251,229,340,88,37,42,176,85,1,0
0,0,1,0,0,1,0,0,1,6,212,36,74,86,70,89,99,42,0
1,0,0,1,0,0,1,0,0,68,35,4,9,26,28,15,66,86,1
0,1,0,0,1,0,0,1,0,248,304,34,37,63,50,123,58,59,0
0,0,1,0,0,1,0,0,1,44,126,146,71,72,42,127,96,5,1
1,0,0,1,0,0,1,0,0,172,235,210,89,5,85,33,85,67,0
0,1,0,0,1,0,0,1,0,205,33,288,68,5,16,48,91,83,1
0,0,1,0,0,1,0,0,1,131,10,282,43,23,0,131,64,39,1
1,0,0,1,0,0,1,0,0,58,193,75,77,81,24,77,66,50,0
0,1,0,0,1,0,0,1,0,341,43,221,79,56,9,104,80,92,0
0,0,1,0,0,1,0,0,1,94,24,237,96,2,93,121,89,86,1
1,0,0,1,0,0,1,0,0,245,199,260,4,35,46,9,87,82,1
0,1,0,0,1,0,0,1,0,204,25,231,62,79,37,117,69,69,0
0,0,1,0,0,1,0,0,1,115,41,161,71,11,62,47,65,85,0
1,0,0,1,0,0,1,0,0,324,292,187,77,60,98,178,54,28,0
0,1,0,0,1,0,0,1,0,43,272,130,80,95,92,251,95,81,0
0,0,1,0,0,1,0,0,1,246,200,94,31,21,35,133,60,58,0
1,0,0,1,0,0,1,0,0,325,25,131,92,37,48,253,76,67,1
0,1,0,0,1,0,0,1,0,4,331,53,97,31,68,197,51,34,1
0,0,1,0,0,1,0,0,1,77,37,301,59,78,85,194,85,59,1
1,0,0,1,0,0,1,0,0,220,176,98,57,89,37,119,77,20,1
0,1,0,0,1,0,0,1,0,131,244,326,99,71,7,233,100,9,0
0,0,1,0,0,1,0,0,1,62,74,197,29,20,50,254,66,2,1
1,0,0,1,0,0,1,0,0,196,284,261,74,13,77,189,54,74,1
0,1,0,0,1,0,0,1,0,2,118,316,1,44,19,70,82,25,0
0,0,1,0,0,1,0,0,1,197,11,23,54,4,98,15,72,87,0
1,0,0,1,0,0,1,0,0,35,155,75,21,79,11,42,65,36,0
0,1,0,0,1,0,0,1,0,118,254,145,35,83,62,183,60,1,1
0,0,1,0,0,1,0,0,1,76,223,59,35,44,45,75,78,44,1
1,0,0,1,0,0,1,0,0,321,160,22,42,8,83,134,78,80,0
0,1,0,0,1,0,0,1,0,245,174,136,33,18,2,76,66,35,1
0,0,1,0,0,1,0,0,1,267,218,124,4,48,47,242,93,98,1
1,0,0,1,0,0,1,0,0,241,315,217,19,5,14,191,100,55,0
0,1,0,0,1,0,0,1,0,81,274,224,69,72,85,2,68,83,1
0,0,1,0,0,1,0,0,1,68,261,95,47,64,31,42,92,71,1
1,0,0,1,0,0,1,0,0,20,292,127,18,17,50,54,71,32,1
0,1,0,0,1,0,0,1,0,7,336,193,34,78,7,135,77,5,0
0,0,1,0,0,1,0,0,1,305,43,344,72,31,74,25,70,72,1
1,0,0,1,0,0,1,0,0,280,250,84,85,62,43,11,76,39,0
0,1,0,0,1,0,0,1,0,186,219,295,59,85,15,102,63,32,1
0,0,1,0,0,1,0,0,1,335,272,3,94,1,62,168,65,98,1
1,0,0,1,0,0,1,0,0,193,311,244,5,93,25,246,54,51,0
0,1,0,0,1,0,0,1,0,333,306,352,47,28,93,202,64,22,1
0,0,1,0,0,1,0,0,1,237,187,150,72,10,98,216,76,59,1
1,0,0,1,0,0,1,0,0,117,172,291,84,20,30,211,92,86,1
0,1,0,0,1,0,0,1,0,69,233,6,28,16,26,227,72,74,0
0,0,1,0,0,1,0,0,1,279,130,38,93,92,17,207,74,91,1
1,0,0,1,0,0,1,0,0,123,198,241,33,66,74,154,62,45,1
0,1,0,0,1,0,0,1,0,300,241,307,99,72,47,25,86,73,1
0,0,1,0,0,1,0,0,1,98,326,186,63,69,64,201,68,62,1
1,0,0,1,0,0,1,0,0,14,77,341,94,1,94,180,96,32,0
0,1,0,0,1,0,0,1,0,171,353,337,32,70,73,77,59,14,0
0,0,1,0,0,1,0,0,1,7,111,349,22,10,68,23,68,56,1
1,0,0,1,0,0,1,0,0,45,169,121,83,76,51,25,97,32,1
0,1,0,0,1,0,0,1,0,286,358,334,41,97,36,224,69,70,1
0,0,1,0,0,1,0,0,1,239,183,54,34,53,15,244,89,68,1
1,0,0,1,0,0,1,0,0,189,10,223,26,99,19,248,89,11,0
0,1,0,0,1,0,0,1,0,201,220,357,95,13,8,36,70,31,1
0,0,1,0,0,1,0,0,1,207,309,290,35,24,97,32,66,69,1
1,0,0,1,0,0,1,0,0,225,78,223,36,6,38,129,84,4,0
0,1,0,0,1,0,0,1,0,119,167,153,16,45,57,48,75,74,0
0,0,1,0,0,1,0,0,1,251,231,356,54,32,74,20,67,42,1
1,0,0,1,0,0,1,0,0,33,38,252,26,14,38,252,52,41,1
0,1,0,0,1,0,0,1,0,112,185,276,91,54,4,78,72,85,1
0,0,1,0,0,1,0,0,1,41,161,14,50,20,36,43,95,68,0
1,0,0,1,0,0,1,0,0,125,16,150,18,39,8,13,78,8,0
0,1,0,0,1,0,0,1,0,103,238,62,29,0,71,147,57,84,1
0,0,1,0,0,1,0,0,1,332,42,182,100,61,10,247,78,30,1
1,0,0,1,0,0,1,0,0,81,340,240,99,20,29,12,72,33,0
0,1,0,0,1,0,0,1,0,180,126,6,64,28,58,1,95,82,1
0,0,1,0,0,1,0,0,1,242,186,245,17,37,18,231,56,58,1
1,0,0,1,0,0,1,0,0,42,45,106,68,92,84,90,98,39,0
0,1,0,0,1,0,0,1,0,250,61,173,3,48,93,48,78,95,1
0,0,1,0,0,1,0,0,1,216,330,209,41,77,50,220,64,16,0
1,0,0,1,0,0,1,0,0,244,352,49,62,83,64,193,76,96,0
0,1,0,0,1,0,0,1,0,257,184,211,51,75,52,105,86,84,1
0,0,1,0,0,1,0,0,1,265,173,69,89,49,16,104,70,8,1
1,0,0,1,0,0,1,0,0,179,217,308,37,30,27,152,62,19,0
0,1,0,0,1,0,0,1,0,52,347,335,44,3,24,210,93,51,1
0,0,1,0,0,1,0,0,1,353,206,167,52,91,48,171,81,40,1
1,0,0,1,0,0,1,0,0,112,323,141,84,64,43,203,99,73,1
0,1,0,0,1,0,0,1,0,276,135,112,87,43,79,151,80,51,1
0,0,1,0,0,1,0,0,1,104,118,97,0,13,28,67,81,94,1
